ComplianceCheckID,RelatedTransactionID,CheckDate,DueDate,Status,Department,Owner,Severity,Comments,DaysOverdue
C201617,T106713,11-06-2025,10-07-2025,Closed,Retail,Owner_10,Medium,"Auto-generated check for txn T106713, severity Medium",82
C201618,T106714,05-07-2025,12-07-2025,Closed,Online,Owner_11,Low,"Auto-generated check for txn T106714, severity Low",80
C201619,T106717,07-10-2024,30-10-2024,Closed,Corporate,Owner_12,Medium,"Auto-generated check for txn T106717, severity Medium",335
C201620,T106718,29-05-2024,09-06-2024,Open,Retail,Owner_1,Medium,"Auto-generated check for txn T106718, severity Medium",478
C201621,T106721,23-02-2024,19-03-2024,Closed,Corporate,Owner_2,Medium,"Auto-generated check for txn T106721, severity Medium",560
C201622,T106722,17-06-2025,15-07-2025,Closed,Risk,Owner_3,Medium,"Auto-generated check for txn T106722, severity Medium",77
C201623,T106723,04-10-2024,14-10-2024,Closed,Support,Owner_4,Low,"Auto-generated check for txn T106723, severity Low",351
C201624,T106725,02-03-2024,15-03-2024,Closed,Support,Owner_5,Low,"Auto-generated check for txn T106725, severity Low",564
C201625,T106740,19-04-2024,26-04-2024,In Progress,Risk,Owner_6,Medium,"Auto-generated check for txn T106740, severity Medium",522
C201626,T106741,15-03-2024,27-03-2024,Closed,Retail,Owner_7,Medium,"Auto-generated check for txn T106741, severity Medium",552
C201627,T106746,09-03-2025,17-03-2025,Open,Support,Owner_8,Medium,"Auto-generated check for txn T106746, severity Medium",197
C201628,T106752,17-07-2024,11-08-2024,Closed,Online,Owner_9,Low,"Auto-generated check for txn T106752, severity Low",415
C201629,T106757,06-01-2025,27-01-2025,Closed,Corporate,Owner_10,Low,"Auto-generated check for txn T106757, severity Low",246
C201630,T106759,04-07-2024,26-07-2024,Closed,Support,Owner_11,Medium,"Auto-generated check for txn T106759, severity Medium",431
C201631,T106764,26-05-2025,22-06-2025,Closed,Risk,Owner_12,Medium,"Auto-generated check for txn T106764, severity Medium",100
C201632,T106767,28-05-2024,25-06-2024,Open,Support,Owner_1,High,"Auto-generated check for txn T106767, severity High",462
C201633,T106770,15-03-2024,22-03-2024,Open,Online,Owner_2,Low,"Auto-generated check for txn T106770, severity Low",557
C201634,T106778,29-09-2025,26-10-2025,Closed,Online,Owner_3,Medium,"Auto-generated check for txn T106778, severity Medium",0
C201635,T106785,14-07-2025,23-07-2025,Closed,Corporate,Owner_4,Medium,"Auto-generated check for txn T106785, severity Medium",69
C201636,T106787,29-05-2025,12-06-2025,Closed,Corporate,Owner_5,Low,"Auto-generated check for txn T106787, severity Low",110
C201637,T106788,26-06-2025,21-07-2025,Closed,Support,Owner_6,Medium,"Auto-generated check for txn T106788, severity Medium",71
C201638,T106789,23-12-2024,18-01-2025,In Progress,Online,Owner_7,Low,"Auto-generated check for txn T106789, severity Low",255
C201639,T106791,17-07-2024,02-08-2024,Closed,Retail,Owner_8,Low,"Auto-generated check for txn T106791, severity Low",424
C201640,T106795,05-07-2024,26-07-2024,Closed,Risk,Owner_9,Medium,"Auto-generated check for txn T106795, severity Medium",431
C201641,T106800,10-02-2024,20-02-2024,Closed,Retail,Owner_10,Medium,"Auto-generated check for txn T106800, severity Medium",588
C201642,T106805,27-05-2025,22-06-2025,Closed,Risk,Owner_11,Medium,"Auto-generated check for txn T106805, severity Medium",100
C201643,T106807,03-10-2024,18-10-2024,Closed,Online,Owner_12,Medium,"Auto-generated check for txn T106807, severity Medium",347
C201644,T106814,04-11-2024,30-11-2024,In Progress,Retail,Owner_1,Low,"Auto-generated check for txn T106814, severity Low",304
C201645,T106815,29-03-2024,17-04-2024,Closed,Risk,Owner_2,Low,"Auto-generated check for txn T106815, severity Low",531
C201646,T106819,31-03-2025,28-04-2025,Closed,Online,Owner_3,Low,"Auto-generated check for txn T106819, severity Low",155
C201647,T106820,04-11-2024,15-11-2024,Open,Retail,Owner_4,Low,"Auto-generated check for txn T106820, severity Low",319
C201648,T106825,03-06-2025,23-06-2025,Closed,Corporate,Owner_5,Medium,"Auto-generated check for txn T106825, severity Medium",99
C201649,T106826,07-05-2024,04-06-2024,Closed,Corporate,Owner_6,Medium,"Auto-generated check for txn T106826, severity Medium",483
C201650,T106838,15-04-2024,29-04-2024,Closed,Risk,Owner_7,Low,"Auto-generated check for txn T106838, severity Low",519
C201651,T106839,14-09-2025,02-10-2025,Closed,Retail,Owner_8,Low,"Auto-generated check for txn T106839, severity Low",0
C201652,T106842,18-03-2024,11-04-2024,Closed,Online,Owner_9,Low,"Auto-generated check for txn T106842, severity Low",537
C201653,T106843,28-02-2024,06-03-2024,Closed,Retail,Owner_10,Low,"Auto-generated check for txn T106843, severity Low",573
C201654,T106844,03-08-2025,23-08-2025,Closed,Support,Owner_11,Medium,"Auto-generated check for txn T106844, severity Medium",38
C201655,T106853,17-05-2025,25-05-2025,Closed,Risk,Owner_12,Medium,"Auto-generated check for txn T106853, severity Medium",128
C201656,T106859,14-02-2025,24-02-2025,Closed,Corporate,Owner_1,Medium,"Auto-generated check for txn T106859, severity Medium",218
C201657,T106866,07-09-2024,27-09-2024,In Progress,Online,Owner_2,Low,"Auto-generated check for txn T106866, severity Low",368
C201658,T106870,21-11-2024,19-12-2024,Closed,Online,Owner_3,Low,"Auto-generated check for txn T106870, severity Low",285
C201659,T106874,06-07-2025,28-07-2025,Closed,Support,Owner_4,Medium,"Auto-generated check for txn T106874, severity Medium",64
C201660,T106886,17-05-2024,08-06-2024,Open,Support,Owner_5,Medium,"Auto-generated check for txn T106886, severity Medium",479
C201661,T106888,05-04-2024,02-05-2024,In Progress,Risk,Owner_6,Low,"Auto-generated check for txn T106888, severity Low",516
C201662,T106893,04-09-2024,26-09-2024,Closed,Retail,Owner_7,Low,"Auto-generated check for txn T106893, severity Low",369
C201663,T106894,15-11-2024,25-11-2024,Closed,Retail,Owner_8,Medium,"Auto-generated check for txn T106894, severity Medium",309
C201664,T106899,01-10-2024,31-10-2024,Closed,Risk,Owner_9,Low,"Auto-generated check for txn T106899, severity Low",334
C201665,T106903,17-02-2025,11-03-2025,Closed,Risk,Owner_10,Medium,"Auto-generated check for txn T106903, severity Medium",203
C201666,T106910,25-09-2024,04-10-2024,Closed,Corporate,Owner_11,Low,"Auto-generated check for txn T106910, severity Low",361
C201667,T106921,04-02-2024,11-02-2024,Closed,Retail,Owner_12,Low,"Auto-generated check for txn T106921, severity Low",597
C201668,T106922,19-05-2024,01-06-2024,In Progress,Retail,Owner_1,High,"Auto-generated check for txn T106922, severity High",486
C201669,T106923,28-12-2024,15-01-2025,Closed,Retail,Owner_2,Medium,"Auto-generated check for txn T106923, severity Medium",258
C201670,T106927,21-02-2025,15-03-2025,Closed,Retail,Owner_3,Medium,"Auto-generated check for txn T106927, severity Medium",199
C201671,T106932,01-10-2024,11-10-2024,Closed,Retail,Owner_4,Medium,"Auto-generated check for txn T106932, severity Medium",354
C201672,T106934,28-08-2025,04-09-2025,Closed,Retail,Owner_5,Low,"Auto-generated check for txn T106934, severity Low",26
C201673,T106935,01-11-2024,23-11-2024,Closed,Retail,Owner_6,Medium,"Auto-generated check for txn T106935, severity Medium",311
C201674,T106939,19-07-2024,03-08-2024,Open,Corporate,Owner_7,Medium,"Auto-generated check for txn T106939, severity Medium",423
C201675,T106943,01-02-2024,26-02-2024,In Progress,Risk,Owner_8,Medium,"Auto-generated check for txn T106943, severity Medium",582
C201676,T106948,23-07-2025,02-08-2025,Closed,Corporate,Owner_9,High,"Auto-generated check for txn T106948, severity High",59
C201677,T106950,29-04-2025,09-05-2025,Closed,Risk,Owner_10,Low,"Auto-generated check for txn T106950, severity Low",144
C201678,T106958,26-03-2025,18-04-2025,Closed,Corporate,Owner_11,Medium,"Auto-generated check for txn T106958, severity Medium",165
C201679,T106959,02-09-2025,28-09-2025,Closed,Corporate,Owner_12,Medium,"Auto-generated check for txn T106959, severity Medium",2
C201680,T106962,03-09-2025,11-09-2025,Closed,Online,Owner_1,Low,"Auto-generated check for txn T106962, severity Low",19
C201681,T106965,23-03-2024,14-04-2024,Closed,Retail,Owner_2,Low,"Auto-generated check for txn T106965, severity Low",534
C201682,T106967,21-08-2024,16-09-2024,Closed,Retail,Owner_3,Medium,"Auto-generated check for txn T106967, severity Medium",379
C201683,T106968,27-02-2025,28-03-2025,Closed,Risk,Owner_4,Medium,"Auto-generated check for txn T106968, severity Medium",186
C201684,T106970,11-05-2024,10-06-2024,Closed,Support,Owner_5,Low,"Auto-generated check for txn T106970, severity Low",477
C201685,T106971,20-01-2025,18-02-2025,Closed,Support,Owner_6,Low,"Auto-generated check for txn T106971, severity Low",224
C201686,T106981,09-12-2024,01-01-2025,Closed,Risk,Owner_7,Medium,"Auto-generated check for txn T106981, severity Medium",272
C201687,T106984,26-06-2025,06-07-2025,Closed,Support,Owner_8,Low,"Auto-generated check for txn T106984, severity Low",86
C201688,T106986,30-09-2024,29-10-2024,Open,Risk,Owner_9,Low,"Auto-generated check for txn T106986, severity Low",336
C201689,T106988,14-04-2024,12-05-2024,Closed,Support,Owner_10,Medium,"Auto-generated check for txn T106988, severity Medium",506
C201690,T106990,30-08-2025,11-09-2025,In Progress,Support,Owner_11,Low,"Auto-generated check for txn T106990, severity Low",19
C201691,T106992,02-06-2024,30-06-2024,Closed,Support,Owner_12,Medium,"Auto-generated check for txn T106992, severity Medium",457
C201692,T106994,20-08-2025,17-09-2025,Closed,Retail,Owner_1,Low,"Auto-generated check for txn T106994, severity Low",13
C201693,T106997,08-08-2025,20-08-2025,Open,Online,Owner_2,Low,"Auto-generated check for txn T106997, severity Low",41
C201694,T107001,01-05-2024,29-05-2024,Open,Online,Owner_3,Low,"Auto-generated check for txn T107001, severity Low",489
C201695,T107008,02-06-2024,21-06-2024,Closed,Risk,Owner_4,Low,"Auto-generated check for txn T107008, severity Low",466
C201696,T107012,01-07-2024,31-07-2024,Closed,Online,Owner_5,Medium,"Auto-generated check for txn T107012, severity Medium",426
C201697,T107016,06-06-2024,30-06-2024,Closed,Retail,Owner_6,Low,"Auto-generated check for txn T107016, severity Low",457
C201698,T107018,15-08-2024,22-08-2024,Closed,Risk,Owner_7,Low,"Auto-generated check for txn T107018, severity Low",404
C201699,T107022,06-09-2025,04-10-2025,Closed,Retail,Owner_8,Low,"Auto-generated check for txn T107022, severity Low",0
C201700,T107024,22-01-2025,04-02-2025,Open,Risk,Owner_9,Low,"Auto-generated check for txn T107024, severity Low",238
C201701,T107029,12-04-2024,27-04-2024,Closed,Online,Owner_10,Low,"Auto-generated check for txn T107029, severity Low",521
C201702,T107031,03-07-2024,12-07-2024,Closed,Support,Owner_11,Low,"Auto-generated check for txn T107031, severity Low",445
C201703,T107032,12-01-2025,04-02-2025,Closed,Retail,Owner_12,Low,"Auto-generated check for txn T107032, severity Low",238
C201704,T107033,12-01-2025,09-02-2025,Closed,Risk,Owner_1,Medium,"Auto-generated check for txn T107033, severity Medium",233
C201705,T107034,16-10-2024,27-10-2024,Closed,Corporate,Owner_2,Low,"Auto-generated check for txn T107034, severity Low",338
C201706,T107036,20-06-2024,30-06-2024,Closed,Risk,Owner_3,Low,"Auto-generated check for txn T107036, severity Low",457
C201707,T107037,18-10-2024,07-11-2024,Closed,Online,Owner_4,Low,"Auto-generated check for txn T107037, severity Low",327
C201708,T107040,19-05-2025,04-06-2025,Closed,Risk,Owner_5,Medium,"Auto-generated check for txn T107040, severity Medium",118
C201709,T107048,13-05-2024,29-05-2024,Open,Retail,Owner_6,Medium,"Auto-generated check for txn T107048, severity Medium",489
C201710,T107049,09-11-2024,08-12-2024,Closed,Risk,Owner_7,Low,"Auto-generated check for txn T107049, severity Low",296
C201711,T107052,19-08-2025,30-08-2025,Closed,Risk,Owner_8,Medium,"Auto-generated check for txn T107052, severity Medium",31
C201712,T107053,10-11-2024,27-11-2024,Closed,Corporate,Owner_9,Medium,"Auto-generated check for txn T107053, severity Medium",307
C201713,T107054,13-11-2024,01-12-2024,Open,Risk,Owner_10,Medium,"Auto-generated check for txn T107054, severity Medium",303
C201714,T107055,21-03-2024,16-04-2024,Closed,Corporate,Owner_11,Low,"Auto-generated check for txn T107055, severity Low",532
C201715,T107057,12-06-2024,28-06-2024,Closed,Online,Owner_12,Medium,"Auto-generated check for txn T107057, severity Medium",459
C201716,T107059,05-08-2025,23-08-2025,Closed,Support,Owner_1,Medium,"Auto-generated check for txn T107059, severity Medium",38
C201717,T107060,25-08-2025,10-09-2025,Closed,Risk,Owner_2,Medium,"Auto-generated check for txn T107060, severity Medium",20
C201718,T107061,29-11-2024,13-12-2024,Closed,Support,Owner_3,Medium,"Auto-generated check for txn T107061, severity Medium",291
C201719,T107066,26-01-2024,21-02-2024,Closed,Risk,Owner_4,Low,"Auto-generated check for txn T107066, severity Low",587
C201720,T107067,17-11-2024,13-12-2024,Open,Risk,Owner_5,High,"Auto-generated check for txn T107067, severity High",291
C201721,T107069,26-04-2024,12-05-2024,Closed,Online,Owner_6,Low,"Auto-generated check for txn T107069, severity Low",506
C201722,T107072,04-02-2025,26-02-2025,Closed,Support,Owner_7,Medium,"Auto-generated check for txn T107072, severity Medium",216
C201723,T107075,28-04-2024,19-05-2024,Closed,Corporate,Owner_8,Medium,"Auto-generated check for txn T107075, severity Medium",499
C201724,T107079,20-04-2025,08-05-2025,In Progress,Corporate,Owner_9,Low,"Auto-generated check for txn T107079, severity Low",145
C201725,T107081,03-05-2025,17-05-2025,Closed,Corporate,Owner_10,Medium,"Auto-generated check for txn T107081, severity Medium",136
C201726,T107085,12-01-2024,10-02-2024,Closed,Corporate,Owner_11,Low,"Auto-generated check for txn T107085, severity Low",598
C201727,T107086,25-02-2025,20-03-2025,Closed,Risk,Owner_12,Low,"Auto-generated check for txn T107086, severity Low",194
C201728,T107087,31-01-2025,10-02-2025,Closed,Risk,Owner_1,Low,"Auto-generated check for txn T107087, severity Low",232
C201729,T107090,01-03-2024,08-03-2024,Closed,Retail,Owner_2,Medium,"Auto-generated check for txn T107090, severity Medium",571
C201730,T107092,16-03-2025,27-03-2025,Closed,Corporate,Owner_3,Low,"Auto-generated check for txn T107092, severity Low",187
C201731,T107093,23-03-2024,18-04-2024,Closed,Support,Owner_4,Medium,"Auto-generated check for txn T107093, severity Medium",530
C201732,T107094,17-08-2024,30-08-2024,Closed,Corporate,Owner_5,Low,"Auto-generated check for txn T107094, severity Low",396
C201733,T107099,21-07-2025,04-08-2025,Open,Corporate,Owner_6,Low,"Auto-generated check for txn T107099, severity Low",57
C201734,T107101,13-05-2024,20-05-2024,Open,Risk,Owner_7,Medium,"Auto-generated check for txn T107101, severity Medium",498
C201735,T107104,16-06-2024,27-06-2024,Closed,Support,Owner_8,Low,"Auto-generated check for txn T107104, severity Low",460
C201736,T107113,02-05-2024,15-05-2024,Closed,Corporate,Owner_9,Low,"Auto-generated check for txn T107113, severity Low",503
C201737,T107114,26-11-2024,05-12-2024,Closed,Retail,Owner_10,Medium,"Auto-generated check for txn T107114, severity Medium",299
C201738,T107115,02-08-2025,16-08-2025,Closed,Support,Owner_11,Low,"Auto-generated check for txn T107115, severity Low",45
C201739,T107118,20-03-2025,16-04-2025,Closed,Retail,Owner_12,Low,"Auto-generated check for txn T107118, severity Low",167
C201740,T107120,05-08-2025,14-08-2025,Open,Online,Owner_1,Low,"Auto-generated check for txn T107120, severity Low",47
C201741,T107122,08-12-2024,02-01-2025,Closed,Online,Owner_2,Medium,"Auto-generated check for txn T107122, severity Medium",271
C201742,T107128,29-07-2024,20-08-2024,Closed,Risk,Owner_3,Medium,"Auto-generated check for txn T107128, severity Medium",406
C201743,T107133,15-04-2024,24-04-2024,Closed,Retail,Owner_4,Medium,"Auto-generated check for txn T107133, severity Medium",524
C201744,T107137,09-02-2025,17-02-2025,Closed,Retail,Owner_5,Low,"Auto-generated check for txn T107137, severity Low",225
C201745,T107138,07-03-2025,29-03-2025,Closed,Risk,Owner_6,Low,"Auto-generated check for txn T107138, severity Low",185
C201746,T107145,04-04-2025,27-04-2025,Closed,Support,Owner_7,Medium,"Auto-generated check for txn T107145, severity Medium",156
C201747,T107150,07-05-2025,28-05-2025,Closed,Online,Owner_8,Low,"Auto-generated check for txn T107150, severity Low",125
C201748,T107151,08-03-2024,28-03-2024,Closed,Risk,Owner_9,Low,"Auto-generated check for txn T107151, severity Low",551
C201749,T107156,02-12-2024,09-12-2024,Closed,Retail,Owner_10,Low,"Auto-generated check for txn T107156, severity Low",295
C201750,T107172,30-08-2024,12-09-2024,Open,Risk,Owner_11,Medium,"Auto-generated check for txn T107172, severity Medium",383
